Site,Year,Season,SurveyType,TideZone,Transect,Quad,Species,Density
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Xenostrobus pulex,7250.52
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Xenostrobus pulex,11033.4
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Xenostrobus pulex,6304.8
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Xenostrobus pulex,5359.08
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Xenostrobus pulex,8826.72
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Lasaea rubra hinemoa,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Lasaea rubra hinemoa,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Bare Rock,10
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Bare Rock,20
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Bare Rock,10
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Bare Rock,3
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Bare Rock,4
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Bare Rock,9
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Bare Rock,11
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Bare Rock,8
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Bare Rock,23
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,8
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Bare Rock,24
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Bare Rock,23
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Bare Rock,16
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Bare Rock,11
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Bare Rock,35
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Bare Rock,8
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Bare Rock,3
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Bare Rock,8
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Bare Rock,40
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Bare Rock,5
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Bare Rock,2
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Bare Rock,10
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Bare Rock,24
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Bare Rock,8
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Bare Rock,19
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Bare Rock,17
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Bare Rock,7
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Bare Rock,5
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Bare Rock,13
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Bare Rock,2
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Bare Rock,20
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Bare Rock,50
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Bare Rock,10
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Bare Rock,10
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Bare Rock,1
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Bare Rock,12
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Bare Rock,38
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Bare Rock,10
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Bare Rock,43
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Bare Rock,19
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Bare Rock,13
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Bare Rock,8
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,6
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Bare Rock,6
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Bare Rock,29
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Bare Rock,5
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Bare Rock,26
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Bare Rock,17
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Bare Rock,35
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Bare Rock,32
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Bare Rock,35
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Bare Rock,20
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Bare Rock,37
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Bare Rock,2
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Bare Rock,5
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Bare Rock,40
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Bare Rock,16
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Bare Rock,2
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Bare Rock,25
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Bare Rock,15
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Bare Rock,11
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Bare Rock,4
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Bare Rock,3
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Bare Rock,31
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Bare Rock,4
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Bare Rock,33
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Bare Rock,7
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Bare Rock,30
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Bare Rock,6
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Bare Rock,50
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Bare Rock,30
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Bare Rock,25
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Bare Rock,25
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Bare Rock,4
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Bare Rock,64
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Bare Rock,4
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Bare Rock,10
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Bare Rock,4
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Bare Rock,17
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Bare Rock,7
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Bare Rock,19
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Bare Rock,8
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Bare Rock,16
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Bare Rock,6
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Bare Rock,36
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Bare Rock,4
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Bare Rock,6
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Bare Rock,45
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Bare Rock,8
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Bare Rock,11
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Coralline Encrusting Paint,20
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Coralline Encrusting Paint,14
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Coralline Encrusting Paint,8
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Coralline Encrusting Paint,1
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Coralline Encrusting Paint,5
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Coralline Encrusting Paint,5
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Coralline Encrusting Paint,3
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Coralline Encrusting Paint,15
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Coralline Encrusting Paint,2
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Coralline Encrusting Paint,21
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Coralline Encrusting Paint,40
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Coralline Encrusting Paint,1
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Coralline Encrusting Paint,12
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Coralline Encrusting Paint,8
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Coralline Encrusting Paint,2
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Coralline Encrusting Paint,9
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Coralline Encrusting Paint,11
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Coralline Encrusting Paint,8
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Coralline Encrusting Paint,10
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Coralline Encrusting Paint,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Coralline Encrusting Paint,5
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Coralline Encrusting Paint,10
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Coralline Encrusting Paint,20
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Coralline Encrusting Paint,14
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Coralline Encrusting Paint,20
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Coralline Encrusting Paint,6
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Coralline Encrusting Paint,20
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,5,Coralline Encrusting Paint,15
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,2,Coralline Encrusting Paint,15
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Coralline Encrusting Paint,19
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,5,Coralline Encrusting Paint,4
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,4,Coralline Encrusting Paint,4
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,4,Coralline Encrusting Paint,25
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,1,Coralline Encrusting Paint,5
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Coralline Encrusting Paint,8
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,3,Coralline Encrusting Paint,2
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,2,Coralline Encrusting Paint,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,3,Coralline Encrusting Paint,0.5
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,3,Coralline Encrusting Paint,0.5
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,Coralline Encrusting Paint,0.5
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,4,Coralline Encrusting Paint,2
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,4,Coralline Encrusting Paint,3
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Coralline Encrusting Paint,2
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,5,Coralline Encrusting Paint,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,2,Coralline Encrusting Paint,0.1
TaurangaHead,2006,Summer,Quads_All_species,High,2,4,Coralline Encrusting Paint,1
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,3,Coralline Encrusting Paint,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,1,Coralline Encrusting Paint,6
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,1,Coralline Encrusting Paint,6
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,3,Coralline Encrusting Paint,3
TaurangaHead,2006,Winter,Quads_All_species,High,1,1,Coralline Encrusting Paint,1
TaurangaHead,2006,Winter,Quads_All_species,High,1,4,Coralline Encrusting Paint,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,4,Coralline Encrusting Paint,1
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,2,Coralline Encrusting Paint,2
TaurangaHead,2005,Winter,Quads_All_species,High,2,1,Coralline Encrusting Paint,1
TaurangaHead,2006,Winter,Quads_All_species,High,2,1,Coralline Encrusting Paint,3
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,5,Coralline Encrusting Paint,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,4,Coralline Encrusting Paint,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,1,Coralline Encrusting Paint,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,5,Coralline Encrusting Paint,0.5
TaurangaHead,2005,Winter,Quads_All_species,High,1,1,Coralline Encrusting Paint,0
TaurangaHead,2005,Winter,Quads_All_species,High,1,4,Coralline Encrusting Paint,0.5
TaurangaHead,2006,Summer,Quads_All_species,High,1,3,Coralline Encrusting Paint,0
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,2,Coralline Encrusting Paint,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,2,Coralline Encrusting Paint,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,3,Coralline Encrusting Paint,7
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,4,Coralline Encrusting Paint,12
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,5,Coralline Encrusting Paint,11
TaurangaHead,2005,Winter,Quads_All_species,High,1,5,Coralline Encrusting Paint,0
TaurangaHead,2006,Winter,Quads_All_species,High,2,3,Coralline Encrusting Paint,1
TaurangaHead,2006,Winter,Quads_All_species,High,1,5,Coralline Encrusting Paint,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,3,Coralline Encrusting Paint,1
TaurangaHead,2006,Winter,Quads_All_species,High,2,5,Coralline Encrusting Paint,1
TaurangaHead,2005,Winter,Quads_All_species,High,1,3,Coralline Encrusting Paint,6
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,5,Coralline Encrusting Paint,0
TaurangaHead,2006,Summer,Quads_All_species,High,1,4,Coralline Encrusting Paint,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,2,Coralline Encrusting Paint,4
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,4,Coralline Encrusting Paint,0.5
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,Coralline Encrusting Paint,2
TaurangaHead,2006,Summer,Quads_All_species,High,1,1,Coralline Encrusting Paint,2
TaurangaHead,2006,Winter,Quads_All_species,High,2,2,Coralline Encrusting Paint,10
TaurangaHead,2005,Winter,Quads_All_species,High,1,2,Coralline Encrusting Paint,1
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,Mid,3,3,Coralline Encrusting Paint,5
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,High,3,1,Coralline Encrusting Paint,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Coralline Encrusting Paint,0.1
TaurangaHead,2006,Summer,Quads_Large_&_Rare_species_only,High,3,4,Coralline Encrusting Paint,2
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,Coralline Encrusting Paint,0.1
TaurangaHead,2006,Summer,Quads_All_species,High,2,5,Coralline Encrusting Paint,0.5
TaurangaHead,2005,Winter,Quads_All_species,High,2,5,Coralline Encrusting Paint,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,1,Coralline Encrusting Paint,1
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,5,Elminius modestus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,Elminius modestus,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,2,Elminius modestus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,1,Elminius modestus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,1,Elminius modestus,0
TaurangaHead,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Elminius modestus,0
TaurangaHead,2006,Summer,Quads_All_species,High,2,1,Elminius modestus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,3,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,3,Elminius modestus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,1,Elminius modestus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,2,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,Elminius modestus,0
TaurangaHead,2005,Winter,Quads_All_species,High,2,2,Elminius modestus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,2,3,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_All_species,High,1,3,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,2,Elminius modestus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,2,Elminius modestus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,2,2,Elminius modestus,0
TaurangaHead,2005,Winter,Quads_All_species,Mid,1,2,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,1,Elminius modestus,0
TaurangaHead,2006,Summer,Quads_All_species,Mid,1,3,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,1,4,Elminius modestus,0
TaurangaHead,2006,Winter,Quads_All_species,Mid,2,5,Elminius modestus,0.1
