Year,Expt/Location,Aerated/Flowthrough/Neither,Temperature,Container/Individual_#,Pred,PredSource,PredSize,Prey,PreySource,PreySize,Risellopsis_varia height,Drilled?,Prey_post-consumption_Weight,with_operculum_or_radula?,operc_weight,est._%_consumed,leftover_tissue_weight_(dried),Comment,Start_1st,Start_2nd,Exact_Start,End_1st,End_2nd,Exact_End,Min_(days),Max_(days),Midpoint_(days),Start_+_End_Windows,Inverse Window (for Weighting),Both_Start_and_End_within_+/-2hr24min__window
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c7-3,Haustrum haustorium,Check datasheets,55.1,Diloma aethiops,EPFS Lab Rocks,11.2,,FALSE,0.55,TRUE,,100,0,,8/1/05 0:06,8/1/05 7:18,,8/1/05 7:18,8/1/05 9:29,,0,0.39,0.2,9:23:00,2.49,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c20-3,Haustrum haustorium,Check datasheets,48.6,Siphonaria australis,EPFS & ?Lighthouse Reef,12.3,,FALSE,0.099,FALSE,,95,0.007,,8/1/05 7:18,8/1/05 9:29,,8/1/05 9:29,8/1/05 10:39,,0,0.14,0.07,3:21:00,6.69,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c5-3,Haustrum haustorium,Check datasheets,45,Cellana denticulata,EPFS Lab Rocks,15.1,,FALSE,0.132,TRUE,,100,0,,8/1/05 0:06,8/1/05 7:18,,8/1/05 10:39,8/1/05 11:41,,0.14,0.48,0.31,8:14:00,2.83,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c13-3,Haustrum haustorium,Check datasheets,29.4,Siphonaria australis,EPFS & ?Lighthouse Reef,8,,FALSE,0.018,FALSE,,100,0,,8/1/05 0:06,8/1/05 7:18,,8/1/05 12:37,8/1/05 13:32,,0.22,0.56,0.39,8:07:00,2.87,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c3-2,Haustrum haustorium,Check datasheets,28.4,Diloma aethiops,EPFS Lab Rocks,10.2,,FALSE,0.468,TRUE,,100,0,,7/31/05 18:02,7/31/05 19:24,,8/1/05 13:28,8/1/05 14:31,,0.75,0.85,0.8,2:25:00,9.03,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c10-2,Haustrum haustorium,Check datasheets,28.9,Cellana denticulata,EPFS Lab Rocks,14.3,,FALSE,0.111,FALSE,,100,0,,8/1/05 7:15,8/1/05 9:27,,8/1/05 14:33,8/1/05 15:34,,0.21,0.35,0.28,3:13:00,6.94,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c23-4,Haustrum haustorium,Check datasheets,26.4,Cellana denticulata,EPFS Lab Rocks,12.9,,FALSE,0.111,FALSE,,100,0,,8/1/05 0:04,8/1/05 7:15,,8/1/05 16:33,8/1/05 17:34,,0.39,0.73,0.56,8:12:00,2.84,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c6-3,Haustrum haustorium,Check datasheets,24,Turbo smaragdus,EPFS Lab Rocks,9.6,,FALSE,0.363,TRUE,0.043,100,0,,7/29/05 8:47,7/29/05 9:55,,8/1/05 16:35,8/1/05 17:36,,3.28,3.37,3.32,2:09:00,10.04,TRUE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c22-3,Haustrum haustorium,Check datasheets,24.9,Sypharochiton pelliserpentis,EPFS Lab Rocks,8.8,,FALSE,0.026,FALSE,,100,0,,8/1/05 0:06,8/1/05 7:18,,8/1/05 16:35,8/1/05 17:36,,0.39,0.73,0.56,8:13:00,2.84,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c2-3,Haustrum haustorium,Check datasheets,28.3,Diloma aethiops,EPFS Lab Rocks,5.3,,FALSE,0.06,FALSE,,100,0,,8/1/05 15:36,8/1/05 16:35,,8/1/05 17:36,8/1/05 19:02,,0.04,0.14,0.09,2:25:00,9.03,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c20-3,Haustrum haustorium,Check datasheets,48.6,Siphonaria australis,EPFS & ?Lighthouse Reef,11.1,,FALSE,0.047,FALSE,,100,0,potentially missed true start,8/1/05 17:36,8/1/05 19:02,,8/1/05 17:36,8/1/05 19:02,,0,0.06,0.03,2:52:00,7.73,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c17-3,Haustrum haustorium,Check datasheets,28.4,Diloma aethiops,EPFS Lab Rocks,10.3,,FALSE,0.362,TRUE,,100,0,,8/1/05 9:29,8/1/05 10:39,,8/1/05 20:02,8/1/05 21:03,,0.39,0.48,0.44,2:11:00,9.9,TRUE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c24-3,Haustrum haustorium,Check datasheets,30.2,Diloma aethiops,EPFS Lab Rocks,7.9,,FALSE,0.198,TRUE,,100,0,,8/1/05 13:30,8/1/05 14:33,,8/1/05 21:01,8/1/05 22:15,,0.27,0.36,0.32,2:17:00,9.51,TRUE
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c25-2,Haustrum haustorium,Check datasheets,23.8,Diloma aethiops,EPFS Lab Rocks,8.7,,FALSE,0.28,TRUE,,100,0,,8/1/05 12:32,,yes,8/1/05 22:13,8/2/05 7:10,,0.4,0.78,0.59,8:57:00,2.61,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c7-3,Haustrum haustorium,Check datasheets,41.1,Diloma aethiops,EPFS Lab Rocks,13.1,,FALSE,0.995,TRUE,,100,0,,8/1/05 17:34,8/1/05 19:00,,8/1/05 22:15,8/2/05 7:13,,0.14,0.57,0.35,10:24:00,2.26,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c23-4,Haustrum haustorium,Check datasheets,26.4,Cellana denticulata,EPFS Lab Rocks,11.3,,FALSE,0.047,FALSE,,100,0,,8/1/05 22:15,8/2/05 7:13,,8/1/05 22:15,8/2/05 7:13,,0,0.37,0.19,17:56:00,1.32,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c7-3,Haustrum haustorium,Check datasheets,55.1,Diloma aethiops,EPFS Lab Rocks,10.2,,FALSE,0.383,TRUE,,100,0,,8/1/05 22:17,8/2/05 7:16,,8/1/05 22:17,8/2/05 7:16,,0,0.37,0.19,17:58:00,1.32,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c8-3,Haustrum haustorium,Check datasheets,29.9,Turbo smaragdus,EPFS Lab Rocks,8.2,,FALSE,0.233,TRUE,0.023,100,0,,7/31/05 11:23,7/31/05 12:15,,8/2/05 7:13,8/2/05 10:56,,1.79,1.98,1.89,4:35:00,4.98,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,Check datasheets,27.9,Siphonaria australis,EPFS & ?Lighthouse Reef,11.6,,FALSE,0.046,FALSE,,100,0,,8/1/05 22:15,8/2/05 7:13,,8/2/05 7:13,8/2/05 10:56,,0,0.53,0.26,12:41:00,1.86,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c4-3,Haustrum haustorium,Check datasheets,39.9,Sypharochiton pelliserpentis,EPFS Lab Rocks,15,,FALSE,0.185,FALSE,,100,0,,8/1/05 17:36,8/1/05 19:02,,8/2/05 7:16,8/2/05 10:58,,0.51,0.72,0.62,5:08:00,4.47,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c5-3,Haustrum haustorium,Check datasheets,45,Cellana denticulata,EPFS Lab Rocks,13.3,,FALSE,0.122,FALSE,,100,0,potential time fuckup,8/2/05 7:16,8/2/05 10:58,,8/2/05 7:16,8/2/05 10:58,,0,0.15,0.08,7:24:00,3.14,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c7-3,Haustrum haustorium,Check datasheets,55.1,Diloma aethiops,EPFS Lab Rocks,11.2,,FALSE,0.564,TRUE,,100,0,,8/2/05 7:16,8/2/05 10:58,,8/2/05 7:16,8/2/05 10:58,,0,0.15,0.08,7:24:00,3.14,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c19-2,Haustrum haustorium,Check datasheets,26.5,Turbo smaragdus,EPFS Lab Rocks,8.9,,TRUE,0.302,TRUE,0.036,100,0,,8/1/05 9:29,8/1/05 10:39,,8/2/05 14:08,8/2/05 15:05,,1.15,1.23,1.19,2:07:00,10.18,TRUE
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c23-2,Haustrum haustorium,Check datasheets,33.4,Diloma aethiops,EPFS Lab Rocks,10.7,,FALSE,0.557,FALSE,,100,0,,8/1/05 22:13,8/2/05 7:10,,8/2/05 16:08,8/2/05 17:08,,0.37,0.79,0.58,9:57:00,2.36,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c15-2,Haustrum haustorium,Check datasheets,34.3,Turbo smaragdus,EPFS Lab Rocks,10,,TRUE,0.468,TRUE,0.046,100,0,,7/31/05 0:29,7/31/05 7:36,,8/2/05 19:06,8/2/05 22:03,,2.48,2.9,2.69,10:04:00,2.33,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c13-3,Haustrum haustorium,Check datasheets,29.4,Siphonaria australis,EPFS & ?Lighthouse Reef,12.7,,FALSE,0.072,FALSE,,100,0,,8/1/05 22:17,8/2/05 7:16,,8/2/05 19:08,8/2/05 22:05,,0.49,0.99,0.74,11:56:00,1.97,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c1-4,Haustrum haustorium,Check datasheets,40.6,Cellana denticulata,EPFS Lab Rocks,26.6,,FALSE,0.977,TRUE,,100,0,,8/1/05 22:17,8/2/05 7:16,,8/2/05 22:05,8/3/05 7:26,,0.62,1.38,1,18:20:00,1.29,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c12-2,Haustrum haustorium,Check datasheets,36.5,Diloma aethiops,EPFS Lab Rocks,14.2,,FALSE,1.159,TRUE,,100,0,,8/1/05 22:13,8/2/05 7:10,,8/3/05 8:06,8/3/05 11:33,,1.04,1.56,1.3,12:24:00,1.9,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c5-3,Haustrum haustorium,Check datasheets,33,Diloma aethiops,EPFS Lab Rocks,9.7,,FALSE,0.361,TRUE,,100,0,,8/3/05 8:08,8/3/05 11:35,,8/3/05 8:08,8/3/05 11:35,,0,0.14,0.07,6:54:00,3.36,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c7-3,Haustrum haustorium,Check datasheets,23.9,Siphonaria australis,EPFS & ?Lighthouse Reef,6.8,,FALSE,0.01,FALSE,,100,0,,8/2/05 22:01,8/3/05 7:21,,8/3/05 14:32,8/3/05 15:44,,0.3,0.74,0.52,10:32:00,2.23,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c12-4,Haustrum haustorium,Check datasheets,34.9,Diloma aethiops,EPFS Lab Rocks,9.1,,FALSE,0.273,FALSE,,100,0,"Time fuckup, see datasheet",8/2/05 15:05,8/2/05 16:12,,8/3/05 14:35,8/3/05 15:48,,0.93,1.03,0.98,2:20:00,9.33,TRUE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c2-3,Haustrum haustorium,Check datasheets,28.3,Diloma aethiops,EPFS Lab Rocks,7.6,,FALSE,0.177,TRUE,,100,0,,8/3/05 13:36,8/3/05 14:35,,8/3/05 19:51,8/3/05 21:42,,0.22,0.34,0.28,2:50:00,7.81,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c23-2,Haustrum haustorium,Check datasheets,33.4,Diloma aethiops,EPFS Lab Rocks,11.6,,FALSE,0.749,FALSE,,100,0,,8/2/05 22:01,8/3/05 7:21,,8/3/05 21:38,8/4/05 9:08,,0.6,1.46,1.03,20:50:00,1.14,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c25-4,Haustrum haustorium,Check datasheets,40.9,Sypharochiton pelliserpentis,EPFS Lab Rocks,10.6,,FALSE,0.078,FALSE,,100,0,see note on datasheet if outlier,8/2/05 19:06,8/2/05 22:03,,8/3/05 21:40,8/4/05 9:15,,0.98,1.59,1.29,14:32:00,1.62,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c5-3,Haustrum haustorium,Check datasheets,33,Diloma aethiops,EPFS Lab Rocks,,,FALSE,,FALSE,,,,Lost prey or incorrect previous assignment?  Check datasheets for fuckup,8/3/05 15:46,,yes,8/3/05 21:40,8/4/05 9:15,,0.25,0.73,0.49,11:35:00,2.03,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10.5,c11-2,Haustrum haustorium,Check datasheets,22.8,Diloma aethiops,EPFS Lab Rocks,10,,FALSE,0.435,TRUE,,100,0,,7/31/05 16:02,7/31/05 17:02,,8/4/05 9:08,8/4/05 10:34,,3.67,3.77,3.72,2:26:00,8.98,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c8-3,Haustrum haustorium,Check datasheets,29.9,Turbo smaragdus,EPFS Lab Rocks,8.5,,FALSE,0.275,TRUE,0.031,100,0,,8/2/05 7:13,8/2/05 10:56,,8/4/05 9:15,8/4/05 10:36,,1.93,2.14,2.04,5:04:00,4.52,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c22-2,Haustrum haustorium,Check datasheets,31.1,Turbo smaragdus,EPFS Lab Rocks,11.3,,TRUE,0.6,TRUE,0.066,100,0,,8/2/05 7:13,8/2/05 10:56,,8/4/05 11:29,8/4/05 12:36,,2.02,2.22,2.12,4:50:00,4.73,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c15-2,Haustrum haustorium,Check datasheets,24.2,Turbo smaragdus,EPFS Lab Rocks,10.4,,FALSE,0.496,TRUE,0.052,100,0,"off of prey at 21:03 on 8/1/05, prey not drilled at all",7/31/05 23:02,8/1/05 0:06,,8/4/05 12:38,8/4/05 13:31,,3.52,3.6,3.56,1:57:00,10.96,TRUE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c9-3,Haustrum haustorium,Check datasheets,42.2,Siphonaria australis,EPFS & ?Lighthouse Reef,10.9,,FALSE,0.036,FALSE,,100,0,,8/4/05 21:03,8/4/05 22:22,,8/4/05 22:22,8/5/05 8:36,,0,0.48,0.24,11:33:00,2.04,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c19-2,Haustrum haustorium,Check datasheets,26.5,Turbo smaragdus,EPFS Lab Rocks,11,,TRUE,0.52,TRUE,0.061,100,0,,8/3/05 8:10,8/3/05 11:37,,8/4/05 22:24,8/5/05 8:39,,1.45,2.02,1.73,13:42:00,1.72,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c9-3,Haustrum haustorium,Check datasheets,42.2,Siphonaria australis,EPFS & ?Lighthouse Reef,12.7,,FALSE,0.073,FALSE,,100,0,,8/4/05 22:22,8/5/05 8:36,,8/5/05 10:53,8/5/05 11:31,,0.1,0.55,0.32,10:52:00,2.16,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c6-3,Haustrum haustorium,Check datasheets,24,Turbo smaragdus,EPFS Lab Rocks,10.7,,TRUE,0.46,TRUE,0.05,100,0,,8/2/05 7:16,8/2/05 10:58,,8/5/05 14:38,8/5/05 15:15,,3.15,3.33,3.24,4:19:00,5.27,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c15-3,Haustrum haustorium,Check datasheets,26,Siphonaria australis,EPFS & ?Lighthouse Reef,6,,FALSE,0.011,FALSE,,100,0,,8/5/05 16:17,8/5/05 17:14,,8/5/05 19:13,8/5/05 19:45,,0.08,0.14,0.11,1:29:00,13.93,TRUE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c13-4,Haustrum haustorium,Check datasheets,41,Cellana radians,EPFS Lab Rocks,20.5,,FALSE,0.292,TRUE,,100,0,,8/5/05 15:15,8/5/05 16:17,,8/5/05 19:45,8/5/05 23:11,,0.14,0.33,0.24,4:28:00,5.1,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10,c18-4,Haustrum haustorium,Check datasheets,43.4,Siphonaria australis,EPFS & ?Lighthouse Reef,11.8,,FALSE,0.083,FALSE,,100,0,,8/5/05 16:12,8/5/05 17:08,,8/5/05 23:06,8/6/05 8:28,,0.25,0.68,0.46,10:18:00,2.28,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10,c4-4,Haustrum haustorium,Check datasheets,39.5,Cellana radians,EPFS Lab Rocks,16.7,,FALSE,0.139,TRUE,,100,0,,8/5/05 17:08,8/5/05 18:17,,8/5/05 23:06,8/6/05 8:28,,0.2,0.64,0.42,10:31:00,2.23,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10,c11-3,Haustrum haustorium,Check datasheets,33.3,Cellana denticulata,EPFS Lab Rocks,11.8,,FALSE,0.062,FALSE,,100,0,,8/5/05 23:06,8/6/05 8:28,,8/5/05 23:06,8/6/05 8:28,,0,0.39,0.2,18:44:00,1.26,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c14-3,Haustrum haustorium,Check datasheets,30,Cellana radians,EPFS Lab Rocks,15.9,,FALSE,0.112,TRUE,,100,0,,8/5/05 23:09,8/6/05 8:34,,8/5/05 23:09,8/6/05 8:34,,0,0.39,0.2,18:50:00,1.26,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c22-3,Haustrum haustorium,Check datasheets,28.9,Patelloida corticata,?Lighthouse Reef,11.3,,FALSE,0.112,FALSE,,100,0,,8/5/05 23:09,8/6/05 8:34,,8/5/05 23:09,8/6/05 8:34,,0,0.39,0.2,18:50:00,1.26,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c21-2,Haustrum haustorium,Check datasheets,24.7,Turbo smaragdus,EPFS Lab Rocks,12,,TRUE,0.642,TRUE,0.073,100,0,,8/2/05 19:08,8/2/05 22:05,,8/5/05 23:11,8/6/05 8:28,,3.05,3.56,3.3,12:14:00,1.92,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c8-5,Haustrum haustorium,Check datasheets,60.3,Cellana radians,EPFS Lab Rocks,24.9,,FALSE,0.571,TRUE,,100,0,,8/5/05 18:23,8/5/05 19:13,,8/5/05 23:11,8/6/05 8:28,,0.17,0.59,0.38,10:07:00,2.32,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c5-3,Haustrum haustorium,Check datasheets,45,Cellana denticulata,EPFS Lab Rocks,18.9,,FALSE,0.269,FALSE,,100,0,damaged shell,8/5/05 19:45,8/5/05 23:11,,8/5/05 23:11,8/6/05 8:28,,0,0.53,0.26,12:43:00,1.85,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c5-3,Haustrum haustorium,Check datasheets,45,Cellana denticulata,EPFS Lab Rocks,16.5,,FALSE,0.207,TRUE,,100,0,,8/5/05 23:11,8/6/05 8:28,,8/5/05 23:11,8/6/05 8:28,,0,0.39,0.19,18:34:00,1.28,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c16-4,Haustrum haustorium,Check datasheets,42.8,Cellana ornata,EPFS Lab Rocks,14.1,,FALSE,0.142,TRUE,,100,0,,8/5/05 23:11,8/6/05 8:28,,8/5/05 23:11,8/6/05 8:28,,0,0.39,0.19,18:34:00,1.28,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c13-4,Haustrum haustorium,Check datasheets,41,Cellana radians,EPFS Lab Rocks,22.1,,FALSE,0.402,TRUE,,100,0,,8/5/05 23:11,8/6/05 8:28,,8/5/05 23:11,8/6/05 8:28,,0,0.39,0.19,18:34:00,1.28,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c15-3,Haustrum haustorium,Check datasheets,26,Siphonaria australis,EPFS & ?Lighthouse Reef,5.1,,FALSE,0.008,FALSE,,100,0,,8/5/05 23:11,8/6/05 8:28,,8/5/05 23:11,8/6/05 8:28,,0,0.39,0.19,18:34:00,1.28,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c3-2,Haustrum haustorium,Check datasheets,36.3,Turbo smaragdus,EPFS Lab Rocks,16,,TRUE,1.592,TRUE,0.185,100,0,,8/2/05 7:13,8/2/05 10:56,,8/6/05 8:34,8/6/05 9:25,,3.9,4.09,4,4:34:00,4.99,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c25-4,Haustrum haustorium,Check datasheets,40.9,Sypharochiton pelliserpentis,EPFS Lab Rocks,14.1,,FALSE,0.056,FALSE,,100,0,,8/3/05 21:40,8/4/05 9:15,,8/6/05 8:34,8/6/05 9:25,,1.97,2.49,2.23,12:26:00,1.89,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10,c4-4,Haustrum haustorium,Check datasheets,39.5,Cellana radians,EPFS Lab Rocks,16.8,,FALSE,0.173,FALSE,,100,0,,8/5/05 23:06,8/6/05 8:28,,8/6/05 10:13,8/6/05 14:16,,0.07,0.63,0.35,13:25:00,1.76,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c22-3,Haustrum haustorium,Check datasheets,24.9,Sypharochiton pelliserpentis,EPFS Lab Rocks,6.7,,FALSE,0.011,FALSE,,100,0,,8/4/05 22:24,8/5/05 8:39,,8/6/05 10:19,8/6/05 14:23,,1.07,1.67,1.37,14:19:00,1.65,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c8-5,Haustrum haustorium,Check datasheets,60.3,Cellana radians,EPFS Lab Rocks,24.2,,FALSE,0.536,TRUE,,100,0,,8/5/05 23:11,8/6/05 8:28,,8/6/05 10:19,8/6/05 14:23,,0.08,0.63,0.36,13:21:00,1.77,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c15-3,Haustrum haustorium,Check datasheets,26,Siphonaria australis,EPFS & ?Lighthouse Reef,6.8,,FALSE,0.009,FALSE,,100,0,,8/5/05 23:11,8/6/05 8:28,,8/6/05 10:19,8/6/05 14:23,,0.08,0.63,0.36,13:21:00,1.77,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c6-4,Haustrum haustorium,Check datasheets,25.7,Turbo smaragdus,EPFS Lab Rocks,4.4,,TRUE,0.053,TRUE,0.005,100,0,,8/5/05 11:31,8/5/05 12:30,,8/6/05 14:20,8/6/05 15:04,,1.08,1.15,1.11,1:43:00,12.27,TRUE
2005,H-Times-TopLab-LowTemp,Aerated,10,c13-3,Haustrum haustorium,Check datasheets,47.1,Cellana radians,EPFS Lab Rocks,24.8,,FALSE,0.629,TRUE,,100,0,,8/5/05 23:06,8/6/05 8:28,,8/6/05 16:01,8/6/05 17:01,,0.31,0.75,0.53,10:22:00,2.26,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c13-4,Haustrum haustorium,Check datasheets,41,Cellana radians,EPFS Lab Rocks,21.1,,FALSE,0.364,FALSE,,100,0,,8/5/05 23:11,8/6/05 8:28,,8/6/05 16:06,8/6/05 17:06,,0.32,0.75,0.53,10:17:00,2.28,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10,c11-3,Haustrum haustorium,Check datasheets,33.3,Cellana denticulata,EPFS Lab Rocks,10.3,,FALSE,0.036,FALSE,,100,0,,8/6/05 17:45,8/7/05 8:24,,8/6/05 17:45,8/7/05 8:24,,0,0.61,0.31,29:18:00,0.81,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10,c13-3,Haustrum haustorium,Check datasheets,47.1,Cellana radians,EPFS Lab Rocks,23.9,,FALSE,0.475,TRUE,,95,0.021,mantle not eaten,8/6/05 17:45,8/7/05 8:24,,8/6/05 17:45,8/7/05 8:24,,0,0.61,0.31,29:18:00,0.81,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c19-4,Haustrum haustorium,Check datasheets,32,Turbo smaragdus,EPFS Lab Rocks,11.4,,TRUE,0.587,TRUE,0.063,100,0,,8/3/05 8:08,8/3/05 11:35,,8/6/05 17:47,8/7/05 8:29,,3.26,4.01,3.64,18:09:00,1.31,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c23-4,Haustrum haustorium,Check datasheets,26.4,Cellana denticulata,EPFS Lab Rocks,13.6,,FALSE,0.097,FALSE,,100,0,,8/5/05 16:15,8/5/05 17:11,,8/6/05 17:47,8/7/05 8:29,,1.03,1.68,1.35,15:38:00,1.51,FALSE
2005,H-Times-TopLab-MidTemp,Aerated,14.3,c9-3,Haustrum haustorium,Check datasheets,42.2,Siphonaria australis,EPFS & ?Lighthouse Reef,11.9,,FALSE,0.056,FALSE,,100,0,,8/6/05 17:47,8/7/05 8:29,,8/6/05 17:47,8/7/05 8:29,,0,0.61,0.31,29:24:00,0.81,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c19-2,Haustrum haustorium,Check datasheets,26.5,Turbo smaragdus,EPFS Lab Rocks,9.6,,TRUE,0.392,TRUE,0.037,100,0,,8/4/05 22:24,8/5/05 8:39,,8/6/05 17:49,8/7/05 8:33,,1.38,2.42,1.9,24:59:00,0.95,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c7-4,Haustrum haustorium,Check datasheets,52.7,Sypharochiton pelliserpentis,EPFS Lab Rocks,17.4,,FALSE,0.226,FALSE,,100,0,valves broken in half,8/5/05 23:11,8/6/05 8:28,,8/6/05 17:49,8/7/05 8:33,,0.39,1.39,0.89,24:01:00,0.99,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c8-5,Haustrum haustorium,Check datasheets,60.3,Cellana radians,EPFS Lab Rocks,22.9,,FALSE,0.519,FALSE,,100,0,,8/6/05 10:19,8/6/05 14:23,,8/6/05 17:49,8/7/05 8:33,,0.14,0.93,0.53,18:48:00,1.26,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c15-3,Haustrum haustorium,Check datasheets,26,Siphonaria australis,EPFS & ?Lighthouse Reef,7.2,,FALSE,0.011,FALSE,,100,0,,8/6/05 14:23,8/6/05 15:07,,8/6/05 17:49,8/7/05 8:33,,0.11,0.76,0.43,15:28:00,1.53,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c20-4,Haustrum haustorium,Check datasheets,27.1,Cellana denticulata,EPFS Lab Rocks,10.5,,FALSE,0.061,FALSE,,100,0,,8/6/05 15:07,8/6/05 16:06,,8/6/05 17:49,8/7/05 8:33,,0.07,0.73,0.4,15:43:00,1.5,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c20-4,Haustrum haustorium,Check datasheets,27.1,Cellana denticulata,EPFS Lab Rocks,11.3,,FALSE,0.056,FALSE,,100,0,,8/6/05 17:49,8/7/05 8:33,,8/6/05 17:49,8/7/05 8:33,,0,0.61,0.31,29:28:00,0.81,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c8-5,Haustrum haustorium,Check datasheets,60.3,Cellana radians,EPFS Lab Rocks,22.6,,FALSE,0.364,FALSE,,100,0,,8/6/05 17:49,8/7/05 8:33,,8/6/05 17:49,8/7/05 8:33,,0,0.61,0.31,29:28:00,0.81,FALSE
2005,H-Times-TopLab-HighTemp,Aerated,17.8,c15-3,Haustrum haustorium,Check datasheets,26,Siphonaria australis,EPFS & ?Lighthouse Reef,7,,FALSE,0.011,FALSE,,100,0,,8/6/05 17:49,8/7/05 8:33,,8/6/05 17:49,8/7/05 8:33,,0,0.61,0.31,29:28:00,0.81,FALSE
2005,H-Times-TopLab-LowTemp,Aerated,10,c6-2,Haustrum haustorium,Check datasheets,37.9,Cellana denticulata,EPFS Lab Rocks,14.2,,FALSE,0.103,TRUE,,100,0,,8/6/05 17:45,8/7/05 8:24,,8/7/05 8:24,8/7/05 9:37,,0,0.66,0.33,15:52:00,1.49,FALSE
